611, 46056536, 0, 0, 0
1249, 60006078, 0, 0, 0
1999, 60022784, 0, 0, 0
2613, 60392613, 0, 0, 0
3249, 60282364, 0, 0, 0
3999, 59915620, 0, 0, 0
4615, 59818250, 0, 0, 0
5249, 59842624, 0, 0, 0
6000, 60168874, 0, 0, 0
6616, 60070233, 0, 0, 0
7249, 59610734, 0, 0, 0
7999, 59953152, 0, 0, 0
8618, 60318239, 0, 0, 0
9250, 59744152, 0, 0, 0
9999, 59711914, 0, 0, 0
10620, 59899045, 0, 0, 0
11249, 60311809, 0, 0, 0
11999, 60074210, 0, 0, 0
12621, 60014302, 0, 0, 0
13249, 59777429, 0, 0, 0
14000, 60220757, 0, 0, 0
14623, 60111922, 0, 0, 0
15249, 60466790, 0, 0, 0
15999, 60493824, 0, 0, 0
16625, 60183347, 0, 0, 0
17249, 60302769, 0, 0, 0
17999, 60082413, 0, 0, 0
18626, 59658207, 0, 0, 0
19249, 60236553, 0, 0, 0
20000, 60208469, 0, 0, 0
20628, 59892585, 0, 0, 0
21249, 59927122, 0, 0, 0
21999, 59204949, 0, 0, 0
22630, 60394869, 0, 0, 0
23249, 59580588, 0, 0, 0
23999, 60074210, 0, 0, 0
24631, 60101670, 0, 0, 0
25249, 60085730, 0, 0, 0
26000, 60174336, 0, 0, 0
26633, 60068195, 0, 0, 0
27249, 60014725, 0, 0, 0
27999, 60003669, 0, 0, 0
28635, 60256352, 0, 0, 0
29250, 59705537, 0, 0, 0
29999, 60440608, 0, 0, 0
30637, 59848540, 0, 0, 0
31249, 59997699, 0, 0, 0
32000, 59875328, 0, 0, 0
32638, 60045241, 0, 0, 0
33249, 59858675, 0, 0, 0
33999, 59861674, 0, 0, 0
34640, 59985600, 0, 0, 0
35250, 60488302, 0, 0, 0
35999, 59865036, 0, 0, 0
36642, 59884859, 0, 0, 0
37249, 60335024, 0, 0, 0
37999, 60282018, 0, 0, 0
38643, 60546385, 0, 0, 0
39249, 60101183, 0, 0, 0
40000, 60274005, 0, 0, 0
40645, 59911144, 0, 0, 0
41249, 60113724, 0, 0, 0
41999, 60018688, 0, 0, 0
42647, 60050398, 0, 0, 0
43249, 60244199, 0, 0, 0
43999, 59908785, 0, 0, 0
44648, 59904788, 0, 0, 0
45249, 60008106, 0, 0, 0
46000, 60239872, 0, 0, 0
46650, 59829956, 0, 0, 0
47249, 60219076, 0, 0, 0
47999, 59908096, 0, 0, 0
48652, 59830184, 0, 0, 0
49249, 59937447, 0, 0, 0
49999, 60201356, 0, 0, 0
50653, 59667571, 0, 0, 0
51249, 60336833, 0, 0, 0
52000, 59898538, 0, 0, 0
52655, 59689038, 0, 0, 0
53249, 60277854, 0, 0, 0
53999, 59974997, 0, 0, 0
54657, 60177534, 0, 0, 0
55250, 60256864, 0, 0, 0
55999, 59545121, 0, 0, 0
56659, 60123872, 0, 0, 0
57249, 60173016, 0, 0, 0
58000, 60410538, 0, 0, 0
58660, 59253915, 0, 0, 0
59249, 59998040, 0, 0, 0
59999, 60130645, 0, 0, 0
60662, 60578416, 0, 0, 0
61250, 60095018, 0, 0, 0
61999, 60182216, 0, 0, 0
62664, 60073638, 0, 0, 0
63249, 60193695, 0, 0, 0
63999, 59385164, 0, 0, 0
64665, 59822510, 0, 0, 0
65249, 59846915, 0, 0, 0
66000, 60029610, 0, 0, 0
66667, 60199532, 0, 0, 0
67250, 59962061, 0, 0, 0
67999, 59869137, 0, 0, 0
68669, 60097626, 0, 0, 0
69249, 60039944, 0, 0, 0
69999, 60511700, 0, 0, 0
70670, 59973436, 0, 0, 0
71249, 60270726, 0, 0, 0
72000, 60028245, 0, 0, 0
72672, 60313904, 0, 0, 0
73249, 59525333, 0, 0, 0
73999, 59920384, 0, 0, 0
74674, 59803727, 0, 0, 0
75249, 60389286, 0, 0, 0
75999, 60339439, 0, 0, 0
76675, 59349585, 0, 0, 0
77249, 59604663, 0, 0, 0
78000, 60398250, 0, 0, 0
78677, 59670310, 0, 0, 0
79249, 60132651, 0, 0, 0
79999, 59977728, 0, 0, 0
80679, 60330038, 0, 0, 0
81249, 60243536, 0, 0, 0
81999, 60107022, 0, 0, 0
82681, 60041585, 0, 0, 0
83249, 60185239, 0, 0, 0
84000, 60041898, 0, 0, 0
84682, 59913008, 0, 0, 0
85249, 59518643, 0, 0, 0
85999, 59830272, 0, 0, 0
86684, 59758783, 0, 0, 0
87250, 60499369, 0, 0, 0
87999, 60290221, 0, 0, 0
88686, 59347218, 0, 0, 0
89249, 59955836, 0, 0, 0
89999, 60359946, 0, 0, 0
90687, 59956093, 0, 0, 0
91249, 60165932, 0, 0, 0
92000, 59854848, 0, 0, 0
92689, 60344661, 0, 0, 0
93249, 60284107, 0, 0, 0
93999, 60424192, 0, 0, 0
94691, 60118136, 0, 0, 0
95249, 59465405, 0, 0, 0
95999, 60361313, 0, 0, 0
96692, 59755497, 0, 0, 0
97249, 59789812, 0, 0, 0
98000, 60074666, 0, 0, 0
98694, 60491250, 0, 0, 0
99249, 59693285, 0, 0, 0
99999, 59695104, 0, 0, 0
100696, 59961379, 0, 0, 0
101249, 60397482, 0, 0, 0
101999, 60219129, 0, 0, 0
102698, 60404263, 0, 0, 0
103249, 60035019, 0, 0, 0
104000, 59906730, 0, 0, 0
104699, 60054157, 0, 0, 0
105249, 60156735, 0, 0, 0
105999, 60021418, 0, 0, 0
106701, 60483195, 0, 0, 0
107250, 60014248, 0, 0, 0
107999, 59863668, 0, 0, 0
108703, 59840637, 0, 0, 0
109249, 59877743, 0, 0, 0
110000, 60058282, 0, 0, 0
110704, 59572363, 0, 0, 0
111249, 60015058, 0, 0, 0
112000, 60080128, 0, 0, 0
112706, 59876441, 0, 0, 0
113250, 60487661, 0, 0, 0
113999, 60049602, 0, 0, 0
114708, 59759367, 0, 0, 0
115249, 59965515, 0, 0, 0
115999, 60082413, 0, 0, 0
116709, 60379943, 0, 0, 0
117249, 60387502, 0, 0, 0
118000, 59917653, 0, 0, 0
118711, 60078987, 0, 0, 0
119249, 60026994, 0, 0, 0
119999, 60196181, 0, 0, 0
120713, 59861632, 0, 0, 0
121249, 59779820, 0, 0, 0
121999, 60238269, 0, 0, 0
122714, 59990646, 0, 0, 0
123249, 59904000, 0, 0, 0
124000, 60291754, 0, 0, 0
124716, 60102793, 0, 0, 0
125249, 59624902, 0, 0, 0
125999, 60224853, 0, 0, 0
126718, 59804167, 0, 0, 0
127249, 60107450, 0, 0, 0
127999, 59599807, 0, 0, 0
128719, 60113066, 0, 0, 0
129249, 60007561, 0, 0, 0
130000, 59886250, 0, 0, 0
130721, 60012649, 0, 0, 0
131249, 59675688, 0, 0, 0
131999, 60045994, 0, 0, 0
132723, 59914622, 0, 0, 0
133249, 60176547, 0, 0, 0
133999, 59915620, 0, 0, 0
134724, 60048772, 0, 0, 0
135249, 60347603, 0, 0, 0
136000, 59801600, 0, 0, 0
136726, 59997090, 0, 0, 0
137249, 60153134, 0, 0, 0
137999, 60055552, 0, 0, 0
138728, 59881494, 0, 0, 0
139249, 60272522, 0, 0, 0
139999, 60064640, 0, 0, 0
140730, 59728657, 0, 0, 0
141249, 59538003, 0, 0, 0
142000, 60179797, 0, 0, 0
142731, 60408995, 0, 0, 0
143249, 60742808, 0, 0, 0
143999, 60017322, 0, 0, 0
144733, 59798526, 0, 0, 0
145250, 60118325, 0, 0, 0
145999, 60343540, 0, 0, 0
146735, 59939526, 0, 0, 0
147249, 60330334, 0, 0, 0
147999, 59847263, 0, 0, 0
148736, 59746301, 0, 0, 0
149249, 60426000, 0, 0, 0
150000, 59815253, 0, 0, 0
150738, 59697257, 0, 0, 0
151250, 60383937, 0, 0, 0
151999, 60096085, 0, 0, 0
152740, 59701967, 0, 0, 0
153249, 59886899, 0, 0, 0
153999, 59940229, 0, 0, 0
154741, 60073746, 0, 0, 0
155249, 60294816, 0, 0, 0
156000, 59969536, 0, 0, 0
156743, 59762734, 0, 0, 0
157249, 60442360, 0, 0, 0
157999, 60274005, 0, 0, 0
158745, 60301916, 0, 0, 0
159249, 60533841, 0, 0, 0
159999, 60201356, 0, 0, 0
160746, 60106195, 0, 0, 0
161249, 59834645, 0, 0, 0
162000, 59987285, 0, 0, 0
162748, 60318802, 0, 0, 0
163499, 60246698, 0, 0, 0
164249, 59972266, 0, 0, 0
164999, 59669532, 0, 0, 0
165750, 59827541, 0, 0, 0
